WESID,Q_RESP,Q1A,Q1B,Q1C,Q1D,Q1E,Q1F,Q1G,Q1H,Q1I,Q1J,Q1K,Q1L,Q1M,Q1N,Q1O,Q1P,Q1Q,Q1R,Q1S,Q1T,Q1U,Q2A,Q2B,Q2C,Q2D,Q2E,Q3,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q5A,Q5B,Q5C,Q5D,Q6,Q7A,Q7B,Q7C,Q8A,Q8B,Q8C,Q8D,Q8E,Q8ECODE,Q9A,Q10,Q11A,Q11B,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q12I,Q12J,Q12K,Q12L,Q12M,Q12N,Q13,Q14A1,Q14A2,Q14A3,Q14B1,Q14B2,Q14B3,Q14C1,Q14C2,Q14C3,Q14D1,Q14D2,Q14D3,Q15,Q15A,Q15B,Q16A1,Q16A2,Q16A3,Q16A4,Q16B1,Q16B2,Q16B3,Q16B4,Q16C1_1,Q16C1_2,Q16C1_3,Q16C1_4,Q16C2_1,Q16C2_2,Q16C2_3,Q16C2_4,Q16D1_1,Q16D1_2,Q16D1_3,Q16D1_4,Q16D2_1,Q16D2_2,Q16D2_3,Q16D2_4,Q16E1_1,Q16E1_2,Q16E1_3,Q16E1_4,Q16E2_1,Q16E2_2,Q16E2_3,Q16E2_4,Q16F1,Q16F2,Q16F3,Q16F4,Q16G1,Q16G2,Q16G3,Q16G4,Q16H1,Q16H2,Q16H3,Q16H4,Q16I1,Q16I2,Q16I4,Q16J1,Q16J2,Q16J4,Q16K1,Q16K2,Q16K3,Q16K4,Q16L1,Q16L2,Q16L3,Q16L4,Q18,Q19A,Q19B,Q19C,Q19D,Q19E,Q19F,Q19G,Q20A,Q20B,Q20C,Q20D,Q20E1,Q20E2,Q20F1,Q20F2,Q20G,Q20H1,Q20H2,Q20I,Q20J,Q20K,Q20L,Q20M,Q20N,Q21A1,Q21A2,Q21A3,Q21A4,Q21A5,Q21B1,Q21B2,Q21B3,Q21B4,Q21B5,Q21C1,Q21C2,Q21C3,Q21C4,Q21C5,Q21D1,Q21D2,Q21D3,Q21D4,Q21D5,Q21E1,Q21E2,Q21E3,Q21F1,Q21F2,Q21F3,Q21G1,Q21G2,Q21G3,Q21H1,Q21H2,Q21H3,Q21I1,Q21I2,Q21I3,Q21J1,Q21J2,Q21J3,Q21K1,Q21K2,Q21K3,ENROLL,PCTFREE,Q24B,Q24C,PCTMALE,Q24E,Q24F,Q24G,Q25,CATG_FTE,Q26B1,Q26B2,Q26C1,Q26C2,Q27,Q28,Q29,Q30A,Q30B,Q31A1,Q31A2,Q31B1,Q31B2,Q31C1,Q31C2,ACCESS,MONITOR,PARINV,CRISPLAN,STUCOMP,SCHLCOMP,REGPOL,LIMITS,NUMDEATH,INCIDENT,POLINC,HATECRIM,GANGINC,VIOLINC,POLINCV,HATECRMV,GANGINCV,SERVIOL,SERPOLV,SERHATEV,SERGANGV,SRATIO,Q21A6P,Q21B6P,Q21C6P,Q21D6P,Q21E6P,Q21F6P,Q21G6P,Q21H6P,Q21I6P,Q21J6P,Q21K6P,Q21A6,Q21B6,Q21C6,Q21D6,PCTMINOR,LEVEL,URBAN,FWT,FWT1,FWT2,FWT3,FWT4,FWT5,FWT6,FWT7,FWT8,FWT9,FWT10,FWT11,FWT12,FWT13,FWT14,FWT15,FWT16,FWT17,FWT18,FWT19,FWT20,FWT21,FWT22,FWT23,FWT24,FWT25,FWT26,FWT27,FWT28,FWT29,FWT30,FWT31,FWT32,FWT33,FWT34,FWT35,FWT36,FWT37,FWT38,FWT39,FWT40,FWT41,FWT42,FWT43,FWT44,FWT45,FWT46,FWT47,FWT48,FWT49,FWT50,STR_SOCS,Q2A_FL,Q2B_FL,Q2D_FL,Q2E_FL,Q9A_FL,Q10_FL,Q13_FL,Q14A1_FL,Q14A2_FL,Q14A3_FL,Q14B1_FL,Q14B2_FL,Q14B3_FL,Q14C1_FL,Q14C2_FL,Q14C3_FL,Q14D1_FL,Q14D2_FL,Q14D3_FL,Q15_FL,Q15A_FL,Q15B_FL,Q16B2_FL,Q16B3_FL,Q16B4_FL,Q16C12FL,Q16C13FL,Q16C14FL,Q16C22FL,Q16C23FL,Q16C24FL,Q16D12FL,Q16D13FL,Q16D14FL,Q16D22FL,Q16D23FL,Q16D24FL,Q16E12FL,Q16E13FL,Q16E14FL,Q16E22FL,Q16E23FL,Q16E24FL,Q16F2_FL,Q16F3_FL,Q16F4_FL,Q16G2_FL,Q16G3_FL,Q16G4_FL,Q16H2_FL,Q16H3_FL,Q16H4_FL,Q16I2_FL,Q16I4_FL,Q16J2_FL,Q16J4_FL,Q16K2_FL,Q16K3_FL,Q16K4_FL,Q16L2_FL,Q16L3_FL,Q16L4_FL,Q19A_FL,Q19B_FL,Q19C_FL,Q19D_FL,Q19E_FL,Q19F_FL,Q19G_FL,Q21A1_FL,Q21A2_FL,Q21A3_FL,Q21A4_FL,Q21A5_FL,Q21B1_FL,Q21B2_FL,Q21B3_FL,Q21B4_FL,Q21B5_FL,Q21C1_FL,Q21C2_FL,Q21C3_FL,Q21C4_FL,Q21C5_FL,Q21D1_FL,Q21D2_FL,Q21D3_FL,Q21D4_FL,Q21D5_FL,Q21E1_FL,Q21E2_FL,Q21E3_FL,Q21F1_FL,Q21F2_FL,Q21F3_FL,Q21G1_FL,Q21G2_FL,Q21G3_FL,Q21H1_FL,Q21H2_FL,Q21H3_FL,Q21I1_FL,Q21I2_FL,Q21I3_FL,Q21J1_FL,Q21J2_FL,Q21J3_FL,Q21K1_FL,Q21K2_FL,Q21K3_FL,Q24B_FL,Q24C_FL,Q24E_FL,Q24F_FL,Q24G_FL,Q26A1_FL,Q26A2_FL,Q29_FL,REGPOLFL,Q8ETEXT
3136,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,-1,-1,1,30,8,2,1,2,2,2,2,1,3,2,3,2,3,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,4,1,0,0,2,1,0,0,0,1,1,2,4,1,4,4,2,3,4,3,3,3,4,4,3,3,3,3,-9,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,18,2,3,4,14,2,16,28,40,6,2,4,0,4,0,2,1,10,40,53,9,1,6,23,5,15,3,3,1,3,7,4,1,2,-1,40,9,0,0,21,1,0,0,2,1,0,0,1,0,0,0,0,2,0,16,0,0,0,18,0,0,0,0,3,3,3,22.7989181,23.5147762,23.3432033,0,24.3570331,22.353251,23.1198752,23.8737657,23.5365759,22.9275425,23.4982915,23.3835566,23.5830868,23.3262805,23.4206446,23.1764251,22.7379377,22.8703022,22.9466791,23.3661927,23.2055357,22.4651002,22.9724157,23.1771444,22.6830401,22.9163495,23.3464552,23.1293025,23.8234393,23.8703433,23.7368126,23.5740936,22.6855254,23.0815814,23.6446471,24.1363681,23.8516305,22.9265291,23.2483531,22.9125581,22.9929173,23.1322526,23.3182631,22.7949941,23.1475576,22.9671616,23.0086102,23.3800601,23.85565,23.3671494,23.4161111,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
3137,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,2,-1,0,1,150,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,5,4,4,5,5,5,5,4,2,2,3,4,3,4,3,2,2,2,2,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,1,7,11,2,1,100,95,6,3,9,1,10,0,3,1,0,4,5,9,7,6,22,5,25,0,1,3,5,6,4,2,0,-1,13,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,3,2,16.0648881,15.7975887,16.3730848,16.7876114,16.5570148,16.1502308,16.8643537,16.6321959,16.163577,16.2652957,16.7707586,16.3585734,16.4628052,16.8059685,16.4255412,17.2863073,17.0973319,16.7555588,16.2085146,16.1966844,15.8453351,15.9595239,16.4657144,16.4162912,16.4962379,16.6374307,16.1524154,16.5177567,16.0203176,15.8263702,16.8017103,16.642859,16.1384952,16.4127266,15.6625773,16.4562039,16.4694157,16.4497234,16.4000804,16.427953,16.3757083,16.3584274,16.0847455,16.7564711,16.0837323,16.3626398,17.1180186,16.1689592,16.0599316,0,15.9652169,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3139,-9,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,1,10,8,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,3,0,0,0,4,0,0,0,0,4,4,3,4,2,5,4,2,3,4,3,4,3,3,3,3,4,4,3,4,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,6,2,2,0,19,2,15,50,45,8,3,2,1,3,0,3,1,3,20,14,9,8,6,24,4,11,2,0,1,3,6,2,1,1,-1,26,12,0,0,9,4,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,5,10,0,1,0,1,1,3,3,22.7989181,23.5147762,0,23.559971,24.3570331,22.353251,23.1198752,23.8737657,23.5365759,22.9275425,23.4982915,23.3835566,23.5830868,23.3262805,23.4206446,23.1764251,22.7379377,22.8703022,22.9466791,23.3661927,23.2055357,22.4651002,22.9724157,23.1771444,22.6830401,22.9163495,23.3464552,23.1293025,23.8234393,23.8703433,23.7368126,23.5740936,22.6855254,23.0815814,23.6446471,24.1363681,23.8516305,22.9265291,23.2483531,22.9125581,22.9929173,23.1322526,23.3182631,22.7949941,23.1475576,22.9671616,23.0086102,23.3800601,23.85565,23.3671494,23.4161111,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3141,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,2,1,1,1,2,2,-1,5,2,-1,-1,2,2,2,3,2,3,3,3,2,3,3,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,1,5,4,4,5,4,5,5,2,2,3,3,1,3,-9,3,3,3,3,3,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,9,2,20,82,75,7,2,2,0,4,0,3,1,0,9,7,9,7,6,23,5,1,3,3,2,3,-1,3,2,3,-1,19,10,0,0,10,1,0,0,1,1,0,0,1,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,1,3,2,19.0290974,19.2269045,19.3811023,19.0503342,20.3085706,19.2846882,19.6640856,19.5136976,19.5831217,19.3266967,19.6177003,19.6094829,19.3752149,18.8933333,19.1002654,0,19.0239116,19.2065403,19.2883072,20.0306737,19.5947245,19.3183711,19.4416728,19.3689646,19.3251166,19.4151113,19.344706,19.1962118,19.6672764,19.503054,19.9826035,18.6139044,19.162582,19.6499074,19.3775615,19.8036749,19.4316322,19.6760249,19.5088703,19.8226136,19.9062637,19.6871695,19.3015974,18.8155849,18.5342027,18.8872517,19.5162924,19.6170217,19.5494693,19.7417519,19.6828453,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3142,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,-9,-9,1,2,2,2,2,2,-1,-1,1,30,1,2,2,3,3,3,3,3,2,1,2,2,2,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,3,3,2,2,5,5,4,4,4,3,4,4,4,3,3,3,3,3,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,8,2,4,90,92,10,2,2,0,4,0,3,1,1,61,82,9,8,6,24,4,12,4,0,-9,5,6,4,1,1,-1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,22.9708495,23.3804736,23.4499829,23.555034,23.7202078,23.445202,23.4362966,23.5186481,22.9856193,23.3170033,23.3360792,24.2558415,22.7346745,23.8676135,24.2056981,23.6152437,24.061034,23.6170917,23.7998757,23.1152497,23.3397481,0,23.2351375,23.1909143,23.2842965,23.2438133,23.6523124,23.7324572,23.2124942,23.5950713,23.3755925,23.3283549,23.1239759,23.2641693,23.1750169,23.0040811,23.6284958,22.7394883,23.7493332,23.6224697,23.7049222,23.5755651,23.8826281,22.8888145,23.2004734,22.980294,23.462263,23.9963713,23.5108924,22.9599986,23.2037006,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3143,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,-1,-1,2,-1,-1,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,5,4,5,5,4,4,4,2,4,2,4,4,3,3,4,3,4,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,17,4,2,3,97,100,4,3,-9,1,-9,5,3,1,0,-9,-9,9,8,6,22,5,1,3,0,2,5,6,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,81.0148376,83.2004004,82.4649619,82.5284588,82.4067409,85.0981129,84.0474044,80.5440928,83.4112401,82.3246464,84.5697467,84.1504736,81.9486795,81.8450102,82.5920116,84.1175554,82.7708762,80.991195,80.5250566,83.1291637,80.5886717,0,83.6973387,82.4337894,81.3832194,81.2481708,82.8181449,83.684387,81.8874661,83.4771748,83.2840904,80.9953218,81.9308016,82.0740787,82.1771605,82.1147091,83.0352446,82.7148157,82.4709944,82.5075801,83.1420856,82.7526177,81.6253898,84.473203,84.7876175,83.0520084,82.2995163,82.6416323,82.805816,82.4581212,83.5759312,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3144,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,1,2,2,2,2,1,2,2,-1,1,2,-1,-1,2,3,3,3,3,2,3,3,3,3,3,2,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,1,1,0,0,0,5,3,4,5,4,5,5,2,3,4,3,2,2,3,3,3,4,4,3,4,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,10,0,0,0,0,0,5,0,0,0,0,0,19,3,1,2,17,2,2,94,90,8,3,6,0,6,0,3,1,5,7,4,9,7,6,22,5,30,3,0,2,2,-1,2,2,0,-1,32,8,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,2,2,10,0,5,0,19,0,0,0,0,2,3,2,14.7909297,14.9724117,15.291347,14.6392792,15.4869832,15.2385115,15.4398361,15.3719366,15.2014659,15.1223769,15.0533731,15.1114761,14.8556733,14.5228827,14.8274424,15.1095369,15.2385505,15.1505709,15.1214449,15.4856412,15.2749618,15.0614076,15.2270122,15.0302391,15.1216101,14.9404112,14.9951951,14.8275973,14.935972,14.9736866,15.3247453,14.4547853,15.1655031,15.1035392,14.9262706,15.0152883,14.9378945,15.2845067,15.0409902,15.2171103,15.5453439,0,15.110875,14.5624937,14.7033857,14.8774474,15.2899693,15.2679424,15.4069456,15.397524,15.2389824,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3145,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,-1,-1,1,8,15,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,4,4,4,5,4,5,5,4,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,149,8,0,156,4,1,2,13,2,18,39,67,8,3,4,0,13,1,3,1,1,31,7,9,9,6,23,3,31,4,0,3,5,7,5,1,0,-1,13,1,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,7,149,164,0,0,0,0,2,1,2,14.7474173,14.471751,14.8513017,14.725571,15.4743464,14.7550833,14.6581754,14.4427129,14.8113928,14.5785085,0,14.9186512,14.6195413,14.7867064,14.7369286,14.6891643,14.645949,14.8072586,14.3951302,15.8851486,15.1476665,15.2207022,14.8015509,14.9930527,14.9165717,15.4093769,15.3438246,15.0487696,15.3404864,14.7811692,15.2661044,14.5783361,15.4754225,14.7884307,15.7908388,15.602697,15.2400339,14.7282178,15.1915762,15.4869376,14.8225917,14.5177163,15.8787159,15.4076338,15.3673892,15.5241049,15.5561045,16.1795799,15.6154844,14.8655029,14.994398,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3146,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,-9,1,1,2,2,2,2,2,2,-1,-1,1,-9,2,3,2,3,3,2,2,2,2,2,3,3,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,4,4,4,4,5,5,4,4,2,3,4,1,4,3,3,3,3,3,4,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,15,2,12,50,80,10,2,3,0,6,0,3,1,5,5,1,9,5,9,22,7,17,3,0,3,5,-1,-9,1,0,-1,4,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,26.9580808,27.6819825,0,27.5308827,27.4675419,27.0133621,27.4859085,27.8855413,27.3588687,27.6904467,27.6909651,28.4229166,27.6571238,27.9434011,28.4384929,27.3732121,27.80465,26.7159543,27.6064619,27.76928,28.2719481,27.6334261,27.8898348,28.0012628,27.1769405,27.1574633,27.1593305,28.0135445,27.4503069,27.7119704,27.0852576,27.5062008,27.2043215,26.7084878,27.3602709,27.835526,26.9513197,27.7831873,27.2631586,28.6347753,26.47003,27.3224543,27.4846679,26.5806128,28.0682631,27.4234982,27.8367093,27.6429766,27.4359941,26.4240352,27.0886341,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
3148,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,-1,-1,2,-1,-1,3,2,3,3,2,2,3,3,2,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,4,2,2,5,1,5,5,2,3,1,3,4,3,4,3,3,3,3,3,4,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,8,2,9,50,50,4,2,1,0,2,0,3,1,1,10,5,9,6,6,20,5,26,2,0,1,4,3,2,1,0,-1,20,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,79.968265,85.3042135,79.017341,83.0375716,81.191573,83.6063915,81.9840177,81.5428079,79.4257577,81.7123376,80.1788299,78.1191129,82.4092439,81.1400481,82.8004816,82.0492004,81.2181165,81.1285968,80.9848487,78.4392519,81.6615807,81.6559406,82.6792481,81.0469682,82.2129732,81.1919941,83.3005241,0,81.9686987,83.856839,80.9636213,82.1654875,80.1107176,81.0009048,83.4365936,82.5958579,81.9332712,82.2461463,80.9648061,82.00698,80.8994408,80.2505056,81.4619177,80.8744585,81.863123,81.6191697,81.0232332,83.1620663,80.8114647,81.5909761,82.8357086,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
